loc_id,loc_label,id,wikidata_id,worldcat_id,viaf_id
http://id.loc.gov/authorities/names/no2003100200,Iron Station,NCG07657,http://www.wikidata.org/entity/Q3475025,http://id.worldcat.org/fast/1302062,http://viaf.org/viaf/sourceID/LC%7Cno2003100200#skos:Concept
http://id.loc.gov/authorities/names/n82038014,Washington County,NCG15917,http://www.wikidata.org/entity/Q507587,http://id.worldcat.org/fast/1218911,http://viaf.org/viaf/sourceID/LC%7Cn++82038014#skos:Concept
http://id.loc.gov/authorities/names/n79151523,Wayne County,NCG15994,http://www.wikidata.org/entity/Q506569,http://id.worldcat.org/fast/1207263,http://viaf.org/viaf/sourceID/LC%7Cn++79151523#skos:Concept
http://id.loc.gov/authorities/names/n82077319,Cramerton,NCG03728,http://www.wikidata.org/entity/Q1138788,http://id.worldcat.org/fast/1220277,http://viaf.org/viaf/sourceID/LC%7Cn++82077319#skos:Concept
http://id.loc.gov/authorities/names/n82045029,Farmville,NCG05138,,http://id.worldcat.org/fast/1219215,http://viaf.org/viaf/sourceID/LC%7Cn++82045029#skos:Concept
http://id.loc.gov/authorities/names/n2007021953,Calabash,NCG02348,,http://id.worldcat.org/fast/1870679,http://viaf.org/viaf/sourceID/LC%7Cn+2007021953#skos:Concept
http://id.loc.gov/authorities/names/n93015394,Woodleaf,NCG16620,,http://id.worldcat.org/fast/1264204,http://viaf.org/viaf/sourceID/LC%7Cn++93015394#skos:Concept
http://id.loc.gov/authorities/names/n84055369,Calypso,NCG02396,http://www.wikidata.org/entity/Q2025103,http://id.worldcat.org/fast/1229612,http://viaf.org/viaf/sourceID/LC%7Cn++84055369#skos:Concept
http://id.loc.gov/authorities/names/no2015153796,Wilson's Mills,NCG16473,,,http://viaf.org/viaf/sourceID/LC%7Cno2015153796#skos:Concept
http://id.loc.gov/authorities/names/n82104422,Moore County,NCG10315,http://www.wikidata.org/entity/Q507782,http://id.worldcat.org/fast/1221180,http://viaf.org/viaf/sourceID/LC%7Cn++82104422#skos:Concept
http://id.loc.gov/authorities/names/n84214410,Bute County,NCG02264,,http://id.worldcat.org/fast/1233524,http://viaf.org/viaf/sourceID/LC%7Cn++84214410#skos:Concept
http://id.loc.gov/authorities/names/n82024430,Hoke County,NCG07164,http://www.wikidata.org/entity/Q502507,http://id.worldcat.org/fast/1218459,http://viaf.org/viaf/sourceID/LC%7Cn++82024430#skos:Concept
http://id.loc.gov/authorities/names/n84136667,Engelhard,NCG04944,http://www.wikidata.org/entity/Q3304453,http://id.worldcat.org/fast/1229591,http://viaf.org/viaf/sourceID/LC%7Cn++84136667#skos:Concept
http://id.loc.gov/authorities/names/n82074530,Jefferson,NCG07817,http://www.wikidata.org/entity/Q2029233,http://id.worldcat.org/fast/1220141,http://viaf.org/viaf/sourceID/LC%7Cn++82074530#skos:Concept
http://id.loc.gov/authorities/names/no2010088587,Midland,NCG10055,,http://id.worldcat.org/fast/1882287,http://viaf.org/viaf/sourceID/LC%7Cno2010088587#skos:Concept
http://id.loc.gov/authorities/names/n86025601,Averasboro,NCG00437,,http://id.worldcat.org/fast/1237743,http://viaf.org/viaf/sourceID/LC%7Cn++86025601#skos:Concept
http://id.loc.gov/authorities/names/n82020181,Beaufort County (BOE-furt),NCG00891,http://www.wikidata.org/entity/Q484639,http://id.worldcat.org/fast/1218244,http://viaf.org/viaf/sourceID/LC%7Cn++82020181#skos:Concept
http://id.loc.gov/authorities/names/n88005301,Laurel,NCG08504,http://www.wikidata.org/entity/Q6499721,http://id.worldcat.org/fast/1246720,http://viaf.org/viaf/sourceID/LC%7Cn++88005301#skos:Concept
http://id.loc.gov/authorities/names/n81098930,Tarboro,NCG14987,http://www.wikidata.org/entity/Q931645,http://id.worldcat.org/fast/1215113,http://viaf.org/viaf/sourceID/LC%7Cn++81098930#skos:Concept
http://id.loc.gov/authorities/names/n84055368,Camden,NCG02400,http://www.wikidata.org/entity/Q2934722,http://id.worldcat.org/fast/1229573,http://viaf.org/viaf/sourceID/LC%7Cn++84055368#skos:Concept
http://id.loc.gov/authorities/names/n82074531,Jamesville,NCG07785,http://www.wikidata.org/entity/Q2027159,http://id.worldcat.org/fast/1220142,http://viaf.org/viaf/sourceID/LC%7Cn++82074531#skos:Concept
http://id.loc.gov/authorities/names/n84136620,Vanceboro,NCG15684,http://www.wikidata.org/entity/Q2025269,http://id.worldcat.org/fast/1229938,http://viaf.org/viaf/sourceID/LC%7Cn++84136620#skos:Concept
http://id.loc.gov/authorities/names/n85290937,Vashti,NCG15696,,http://id.worldcat.org/fast/1234505,http://viaf.org/viaf/sourceID/LC%7Cn++85290937#skos:Concept
http://id.loc.gov/authorities/names/n84136668,Hazelwood,NCG06794,,http://id.worldcat.org/fast/1229784,http://viaf.org/viaf/sourceID/LC%7Cn++84136668#skos:Concept
http://id.loc.gov/authorities/names/n83226485,Micro,NCG10000,http://www.wikidata.org/entity/Q1016797,http://id.worldcat.org/fast/1226902,http://viaf.org/viaf/sourceID/LC%7Cn++83226485#skos:Concept
http://id.loc.gov/authorities/names/n83226487,Pine Level,NCG11824,,http://id.worldcat.org/fast/1226904,http://viaf.org/viaf/sourceID/LC%7Cn++83226487#skos:Concept
http://id.loc.gov/authorities/names/n81018434,Davidson,NCG04019,http://www.wikidata.org/entity/Q2026925,http://id.worldcat.org/fast/1211859,http://viaf.org/viaf/sourceID/LC%7Cn++81018434#skos:Concept
http://id.loc.gov/authorities/names/no2015132655,Fontana,NCG05375,,http://id.worldcat.org/fast/1927910,http://viaf.org/viaf/sourceID/LC%7Cno2015132655#skos:Concept
http://id.loc.gov/authorities/names/n84112039,Newport,NCG10796,http://www.wikidata.org/entity/Q1983642,http://id.worldcat.org/fast/1229153,http://viaf.org/viaf/sourceID/LC%7Cn++84112039#skos:Concept
http://id.loc.gov/authorities/names/n77001079,Hyde County,NCG07541,http://www.wikidata.org/entity/Q511659,http://id.worldcat.org/fast/1203061,http://viaf.org/viaf/sourceID/LC%7Cn++77001079#skos:Concept
http://id.loc.gov/authorities/names/no2013059850,Lukens,NCG09396,,http://id.worldcat.org/fast/1890526,http://viaf.org/viaf/sourceID/LC%7Cno2013059850#skos:Concept
http://id.loc.gov/authorities/names/n82047991,Richlands,NCG12762,,http://id.worldcat.org/fast/1219347,http://viaf.org/viaf/sourceID/LC%7Cn++82047991#skos:Concept
http://id.loc.gov/authorities/names/n84055367,Candor,NCG02497,http://www.wikidata.org/entity/Q2024787,http://id.worldcat.org/fast/1229611,http://viaf.org/viaf/sourceID/LC%7Cn++84055367#skos:Concept
http://id.loc.gov/authorities/names/n84136641,Lewiston,NCG16642,http://www.wikidata.org/entity/Q2030215,http://id.worldcat.org/fast/1229778,http://viaf.org/viaf/sourceID/LC%7Cn++84136641#skos:Concept
http://id.loc.gov/authorities/names/n84136665,Cornelius,NCG03562,http://www.wikidata.org/entity/Q2028004,http://id.worldcat.org/fast/1229782,http://viaf.org/viaf/sourceID/LC%7Cn++84136665#skos:Concept
http://id.loc.gov/authorities/names/n93002220,Glade Valley,NCG05863,http://www.wikidata.org/entity/Q5566228,http://id.worldcat.org/fast/1263884,http://viaf.org/viaf/sourceID/LC%7Cn++93002220#skos:Concept
http://id.loc.gov/authorities/names/no2016045048,Tuxedo,NCG15543,,,http://viaf.org/viaf/sourceID/LC%7Cno2016045048#skos:Concept
http://id.loc.gov/authorities/names/n93024452,Smyrna,NCG14100,,http://id.worldcat.org/fast/1264413,http://viaf.org/viaf/sourceID/LC%7Cn++93024452#skos:Concept
http://id.loc.gov/authorities/names/n82079185,Yancey County,NCG16729,http://www.wikidata.org/entity/Q502487,http://id.worldcat.org/fast/1220364,http://viaf.org/viaf/sourceID/LC%7Cn++82079185#skos:Concept
http://id.loc.gov/authorities/names/no2015129848,Lake Santeetlah,NCG08392,http://www.wikidata.org/entity/Q6477645,,http://viaf.org/viaf/sourceID/LC%7Cno2015129848#skos:Concept
http://id.loc.gov/authorities/names/n82062407,Camp Lejeune,NCG02444,http://www.wikidata.org/entity/Q1479693,http://id.worldcat.org/fast/1219709,http://viaf.org/viaf/sourceID/LC%7Cn++82062407#skos:Concept
http://id.loc.gov/authorities/names/n85188754,Stedman,NCG14564,http://www.wikidata.org/entity/Q2022359,http://id.worldcat.org/fast/1238222,http://viaf.org/viaf/sourceID/LC%7Cn++85188754#skos:Concept
http://id.loc.gov/authorities/names/n93048885,Leicester,NCG08640,,http://id.worldcat.org/fast/1265107,http://viaf.org/viaf/sourceID/LC%7Cn++93048885#skos:Concept
http://id.loc.gov/authorities/names/n82079187,Washington,NCG15916,http://www.wikidata.org/entity/Q1026008,http://id.worldcat.org/fast/1220366,http://viaf.org/viaf/sourceID/LC%7Cn++82079187#skos:Concept
http://id.loc.gov/authorities/names/n83226488,Princeton,NCG12243,,http://id.worldcat.org/fast/1226905,http://viaf.org/viaf/sourceID/LC%7Cn++83226488#skos:Concept
http://id.loc.gov/authorities/names/n81018566,Transylvania County,NCG15342,http://www.wikidata.org/entity/Q507743,http://id.worldcat.org/fast/1211924,http://viaf.org/viaf/sourceID/LC%7Cn++81018566#skos:Concept
http://id.loc.gov/authorities/names/no2018044306,Morris Field Air Base,NCG02917,,,http://viaf.org/viaf/sourceID/LC%7Cno2018044306#skos:Concept
http://id.loc.gov/authorities/names/no2017037637,Momeyer,NCG10261,,,http://viaf.org/viaf/sourceID/LC%7Cno2017037637#skos:Concept
http://id.loc.gov/authorities/names/n79144776,Williamston,NCG16430,http://www.wikidata.org/entity/Q2027072,http://id.worldcat.org/fast/1207139,http://viaf.org/viaf/sourceID/LC%7Cn++79144776#skos:Concept
http://id.loc.gov/authorities/names/n2011070594,Riceville,NCG12721,,,http://viaf.org/viaf/sourceID/LC%7Cn+2011070594#skos:Concept
http://id.loc.gov/authorities/names/n82045111,Ayden,NCG00456,http://www.wikidata.org/entity/Q1975352,http://id.worldcat.org/fast/1219226,http://viaf.org/viaf/sourceID/LC%7Cn++82045111#skos:Concept
http://id.loc.gov/authorities/names/n82084061,Fort Fisher,NCG05448,,http://id.worldcat.org/fast/1220547|http://id.worldcat.org/fast/1348245,http://viaf.org/viaf/sourceID/LC%7Cn++82084061#skos:Concept
http://id.loc.gov/authorities/names/n84136666,East Bend,NCG04648,http://www.wikidata.org/entity/Q2024325,http://id.worldcat.org/fast/1229783,http://viaf.org/viaf/sourceID/LC%7Cn++84136666#skos:Concept
http://id.loc.gov/authorities/names/n83052591,Arden,NCG00309,,http://id.worldcat.org/fast/1224974,http://viaf.org/viaf/sourceID/LC%7Cn++83052591#skos:Concept
http://id.loc.gov/authorities/names/no2014150540,Brasstown,NCG01766,,,http://viaf.org/viaf/sourceID/LC%7Cno2014150540#skos:Concept
http://id.loc.gov/authorities/names/n50051176,Salisbury,NCG13279,http://www.wikidata.org/entity/Q2028813,http://id.worldcat.org/fast/1202783|http://id.worldcat.org/fast/1348281,http://viaf.org/viaf/sourceID/LC%7Cn++50051176#skos:Concept
http://id.loc.gov/authorities/names/n82079162,Dare County,NCG03991,http://www.wikidata.org/entity/Q295787,http://id.worldcat.org/fast/1220347,http://viaf.org/viaf/sourceID/LC%7Cn++82079162#skos:Concept
http://id.loc.gov/authorities/names/n83226463,Mint Hill,NCG10195,http://www.wikidata.org/entity/Q2030900,http://id.worldcat.org/fast/1226892,http://viaf.org/viaf/sourceID/LC%7Cn++83226463#skos:Concept
http://id.loc.gov/authorities/names/n83052482,Spencer,NCG14340,http://www.wikidata.org/entity/Q2023902,http://id.worldcat.org/fast/1224924,http://viaf.org/viaf/sourceID/LC%7Cn++83052482#skos:Concept
http://id.loc.gov/authorities/names/n81056739,Morehead City,NCG10345,http://www.wikidata.org/entity/Q614483,http://id.worldcat.org/fast/1213458,http://viaf.org/viaf/sourceID/LC%7Cn++81056739#skos:Concept
http://id.loc.gov/authorities/names/n81093114,Rockwell,NCG12985,http://www.wikidata.org/entity/Q1920473,http://id.worldcat.org/fast/1214805,http://viaf.org/viaf/sourceID/LC%7Cn++81093114#skos:Concept
http://id.loc.gov/authorities/names/n82079186,Watauga County (wah-TAW-guh),NCG15928,http://www.wikidata.org/entity/Q502880,http://id.worldcat.org/fast/1220365,http://viaf.org/viaf/sourceID/LC%7Cn++82079186#skos:Concept
http://id.loc.gov/authorities/names/n83227716,Graham,NCG06046,http://www.wikidata.org/entity/Q153183,http://id.worldcat.org/fast/1226971,http://viaf.org/viaf/sourceID/LC%7Cn++83227716#skos:Concept
http://id.loc.gov/authorities/names/n93048904,Skyland,NCG13991,http://www.wikidata.org/entity/Q7537785,http://id.worldcat.org/fast/1265108,http://viaf.org/viaf/sourceID/LC%7Cn++93048904#skos:Concept
http://id.loc.gov/authorities/names/n2001033080,Fort Caswell,NCG05442,,http://id.worldcat.org/fast/1293416,http://viaf.org/viaf/sourceID/LC%7Cn+2001033080#skos:Concept
http://id.loc.gov/authorities/names/n81092196,Tyrrell County (TIR-ehl),NCG15567,http://www.wikidata.org/entity/Q507918,http://id.worldcat.org/fast/1214792,http://viaf.org/viaf/sourceID/LC%7Cn++81092196#skos:Concept
http://id.loc.gov/authorities/names/n84055301,Yaupon Beach,NCG16740,http://www.wikidata.org/entity/Q8050343,http://id.worldcat.org/fast/1229093,http://viaf.org/viaf/sourceID/LC%7Cn++84055301#skos:Concept
http://id.loc.gov/authorities/names/n95084462,Bennett,NCG01069,http://www.wikidata.org/entity/Q3475178,http://id.worldcat.org/fast/1273022,http://viaf.org/viaf/sourceID/LC%7Cn++95084462#skos:Concept
http://id.loc.gov/authorities/names/n2005063760,Lake Toxaway,NCG08403,http://www.wikidata.org/entity/Q6478137,http://id.worldcat.org/fast/1308829,http://viaf.org/viaf/sourceID/LC%7Cn+2005063760#skos:Concept
http://id.loc.gov/authorities/names/n85015010,Indian Springs,NCG07595,,http://id.worldcat.org/fast/1231125,http://viaf.org/viaf/sourceID/LC%7Cn++85015010#skos:Concept
http://id.loc.gov/authorities/names/n79022863,Charlotte,NCG02916,,http://id.worldcat.org/fast/1348235|http://id.worldcat.org/fast/1204596,http://viaf.org/viaf/sourceID/LC%7Cn++79022863#skos:Concept
http://id.loc.gov/authorities/names/n84136699,Magnolia,NCG09494,,http://id.worldcat.org/fast/1348268|http://id.worldcat.org/fast/1229805,http://viaf.org/viaf/sourceID/LC%7Cn++84136699#skos:Concept
http://id.loc.gov/authorities/names/n84136675,Gatesville,NCG05741,http://www.wikidata.org/entity/Q49279985,http://id.worldcat.org/fast/1229790,http://viaf.org/viaf/sourceID/LC%7Cn++84136675#skos:Concept
http://id.loc.gov/authorities/names/n82070879,Chadbourn,NCG02856,http://www.wikidata.org/entity/Q2045194,http://id.worldcat.org/fast/1220059,http://viaf.org/viaf/sourceID/LC%7Cn++82070879#skos:Concept
http://id.loc.gov/authorities/names/n98109320,Ocracoke,NCG11102,http://www.wikidata.org/entity/Q954241,http://id.worldcat.org/fast/1288049,http://viaf.org/viaf/sourceID/LC%7Cn++98109320#skos:Concept
http://id.loc.gov/authorities/names/n83030411,Enfield,NCG04941,http://www.wikidata.org/entity/Q518535,http://id.worldcat.org/fast/1224378,http://viaf.org/viaf/sourceID/LC%7Cn++83030411#skos:Concept
http://id.loc.gov/authorities/names/n83030435,Elm City,NCG04903,http://www.wikidata.org/entity/Q2024336,http://id.worldcat.org/fast/1224393,http://viaf.org/viaf/sourceID/LC%7Cn++83030435#skos:Concept
http://id.loc.gov/authorities/names/n82079163,Erwin,NCG04986,http://www.wikidata.org/entity/Q2029466,http://id.worldcat.org/fast/1220348,http://viaf.org/viaf/sourceID/LC%7Cn++82079163#skos:Concept
http://id.loc.gov/authorities/names/n82079189,Tabor City,NCG14941,http://www.wikidata.org/entity/Q586130,http://id.worldcat.org/fast/1220368,http://viaf.org/viaf/sourceID/LC%7Cn++82079189#skos:Concept
http://id.loc.gov/authorities/names/n93001397,Todd,NCG15226,http://www.wikidata.org/entity/Q7812233,http://id.worldcat.org/fast/1263867,http://viaf.org/viaf/sourceID/LC%7Cn++93001397#skos:Concept
http://id.loc.gov/authorities/names/no2015147128,Farmer,NCG05129,,,http://viaf.org/viaf/sourceID/LC%7Cno2015147128#skos:Concept
http://id.loc.gov/authorities/names/n96063378,Bethania,NCG01134,http://www.wikidata.org/entity/Q831168,http://id.worldcat.org/fast/1276768,http://viaf.org/viaf/sourceID/LC%7Cn++96063378#skos:Concept
http://id.loc.gov/authorities/names/n2005182379,McCain,NCG09773,,http://id.worldcat.org/fast/1308290,http://viaf.org/viaf/sourceID/LC%7Cn+2005182379#skos:Concept
http://id.loc.gov/authorities/names/no2015134998,Aho,NCG00081,,,http://viaf.org/viaf/sourceID/LC%7Cno2015134998#skos:Concept
http://id.loc.gov/authorities/names/n83052488,Cleveland,NCG03200,http://www.wikidata.org/entity/Q2394036,http://id.worldcat.org/fast/1224928,http://viaf.org/viaf/sourceID/LC%7Cn++83052488#skos:Concept
http://id.loc.gov/authorities/names/n79102642,Parmele,NCG11488,http://www.wikidata.org/entity/Q2029580,http://id.worldcat.org/fast/1206318,http://viaf.org/viaf/sourceID/LC%7Cn++79102642#skos:Concept
http://id.loc.gov/authorities/names/n82074115,Pasquotank County,NCG11510,http://www.wikidata.org/entity/Q507438,http://id.worldcat.org/fast/1220121,http://viaf.org/viaf/sourceID/LC%7Cn++82074115#skos:Concept
http://id.loc.gov/authorities/names/n82105490,Maxton,NCG09733,http://www.wikidata.org/entity/Q1865512,http://id.worldcat.org/fast/1221259,http://viaf.org/viaf/sourceID/LC%7Cn++82105490#skos:Concept
http://id.loc.gov/authorities/names/n84136676,Garland,NCG05708,http://www.wikidata.org/entity/Q2029642,http://id.worldcat.org/fast/1229791,http://viaf.org/viaf/sourceID/LC%7Cn++84136676#skos:Concept
http://id.loc.gov/authorities/names/n82141630,Highlands,NCG07037,http://www.wikidata.org/entity/Q2025093,http://id.worldcat.org/fast/1222262,http://viaf.org/viaf/sourceID/LC%7Cn++82141630#skos:Concept
http://id.loc.gov/authorities/names/n83030410,Efland,NCG04789,http://www.wikidata.org/entity/Q269003,http://id.worldcat.org/fast/1224377,http://viaf.org/viaf/sourceID/LC%7Cn++83030410#skos:Concept
http://id.loc.gov/authorities/names/n83030434,Drexel,NCG04455,http://www.wikidata.org/entity/Q2045319,http://id.worldcat.org/fast/1224392,http://viaf.org/viaf/sourceID/LC%7Cn++83030434#skos:Concept
http://id.loc.gov/authorities/names/n82003683,New Bern,NCG10728,http://www.wikidata.org/entity/Q1002490,http://id.worldcat.org/fast/1217415|http://id.worldcat.org/fast/1348272,http://viaf.org/viaf/sourceID/LC%7Cn++82003683#skos:Concept
http://id.loc.gov/authorities/names/n82079164,Granite Falls,NCG06071,http://www.wikidata.org/entity/Q2024995,http://id.worldcat.org/fast/1220349,http://viaf.org/viaf/sourceID/LC%7Cn++82079164#skos:Concept
http://id.loc.gov/authorities/names/n82079166,Havelock,NCG06709,http://www.wikidata.org/entity/Q2027902,http://id.worldcat.org/fast/1220351,http://viaf.org/viaf/sourceID/LC%7Cn++82079166#skos:Concept
http://id.loc.gov/authorities/names/n89146346,Connelly Springs,NCG03440,http://www.wikidata.org/entity/Q2024946,http://id.worldcat.org/fast/1257964,http://viaf.org/viaf/sourceID/LC%7Cn++89146346#skos:Concept
http://id.loc.gov/authorities/names/n88103259,Cameron,NCG02409,http://www.wikidata.org/entity/Q959820,http://id.worldcat.org/fast/1248920,http://viaf.org/viaf/sourceID/LC%7Cn++88103259#skos:Concept
http://id.loc.gov/authorities/names/n79006534,Campbellton,NCG02473,,http://id.worldcat.org/fast/1204293,http://viaf.org/viaf/sourceID/LC%7Cn++79006534#skos:Concept
http://id.loc.gov/authorities/names/n79039859,Halifax County,NCG06455,http://www.wikidata.org/entity/Q509910,http://id.worldcat.org/fast/1204887,http://viaf.org/viaf/sourceID/LC%7Cn++79039859#skos:Concept
http://id.loc.gov/authorities/names/n94033925,Seven Devils,NCG13613,http://www.wikidata.org/entity/Q2024181,http://id.worldcat.org/fast/1268699,http://viaf.org/viaf/sourceID/LC%7Cn++94033925#skos:Concept
http://id.loc.gov/authorities/names/n79118985,Edgecombe County,NCG04760,http://www.wikidata.org/entity/Q118127,http://id.worldcat.org/fast/1206610,http://viaf.org/viaf/sourceID/LC%7Cn++79118985#skos:Concept
http://id.loc.gov/authorities/names/no92016697,Asheboro,NCG00361,,http://id.worldcat.org/fast/1262483,http://viaf.org/viaf/sourceID/LC%7Cno+92016697#skos:Concept
http://id.loc.gov/authorities/names/n84136673,Goldston,NCG05972,http://www.wikidata.org/entity/Q2025373,http://id.worldcat.org/fast/1229789,http://viaf.org/viaf/sourceID/LC%7Cn++84136673#skos:Concept
http://id.loc.gov/authorities/names/no2010185751,Stonewall,NCG14666,,,http://viaf.org/viaf/sourceID/LC%7Cno2010185751#skos:Concept
http://id.loc.gov/authorities/names/no2015148411,Neuse Crossroads,NCG10713,,,http://viaf.org/viaf/sourceID/LC%7Cno2015148411#skos:Concept
http://id.loc.gov/authorities/names/n88080777,Saw Mill,NCG07065,http://www.wikidata.org/entity/Q2023378,http://id.worldcat.org/fast/1248393,http://viaf.org/viaf/sourceID/LC%7Cn++88080777#skos:Concept
http://id.loc.gov/authorities/names/n80051705,Buies Creek,NCG02113,http://www.wikidata.org/entity/Q2023998,http://id.worldcat.org/fast/1208552,http://viaf.org/viaf/sourceID/LC%7Cn++80051705#skos:Concept
http://id.loc.gov/authorities/names/n79006535,Fayetteville,NCG05160,http://www.wikidata.org/entity/Q3461710,http://id.worldcat.org/fast/1348243|http://id.worldcat.org/fast/1348242|http://id.worldcat.org/fast/1204294,http://viaf.org/viaf/sourceID/LC%7Cn++79006535#skos:Concept
http://id.loc.gov/authorities/names/no2015135094,Shawboro,NCG13696,,,http://viaf.org/viaf/sourceID/LC%7Cno2015135094#skos:Concept
http://id.loc.gov/authorities/names/n88080730,Middleburg,NCG10049,http://www.wikidata.org/entity/Q1987192,http://id.worldcat.org/fast/1248353,http://viaf.org/viaf/sourceID/LC%7Cn++88080730#skos:Concept
http://id.loc.gov/authorities/names/n2002033248,Walnut,NCG15826,,http://id.worldcat.org/fast/1297058,http://viaf.org/viaf/sourceID/LC%7Cn+2002033248#skos:Concept
http://id.loc.gov/authorities/names/n2005022025,Oak Island,NCG11051,http://www.wikidata.org/entity/Q2025710,http://id.worldcat.org/fast/1307290,http://viaf.org/viaf/sourceID/LC%7Cn+2005022025#skos:Concept
http://id.loc.gov/authorities/names/n84136589,Oak City,NCG11043,http://www.wikidata.org/entity/Q373229,http://id.worldcat.org/fast/1229662,http://viaf.org/viaf/sourceID/LC%7Cn++84136589#skos:Concept
http://id.loc.gov/authorities/names/n84136698,Locust,NCG09160,http://www.wikidata.org/entity/Q2029632,http://id.worldcat.org/fast/1229804,http://viaf.org/viaf/sourceID/LC%7Cn++84136698#skos:Concept
http://id.loc.gov/authorities/names/n85184018,Mooresboro,NCG10333,http://www.wikidata.org/entity/Q2029617,http://id.worldcat.org/fast/1233385,http://viaf.org/viaf/sourceID/LC%7Cn++85184018#skos:Concept
http://id.loc.gov/authorities/names/n86011673,Greenwood Township,NCG06271,,http://id.worldcat.org/fast/1237740,http://viaf.org/viaf/sourceID/LC%7Cn++86011673#skos:Concept
http://id.loc.gov/authorities/names/n83205110,Dobson,NCG04322,http://www.wikidata.org/entity/Q2026174,http://id.worldcat.org/fast/1226226,http://viaf.org/viaf/sourceID/LC%7Cn++83205110#skos:Concept
http://id.loc.gov/authorities/names/n83205134,Elkin,NCG04860,http://www.wikidata.org/entity/Q2030863,http://id.worldcat.org/fast/1226237,http://viaf.org/viaf/sourceID/LC%7Cn++83205134#skos:Concept
http://id.loc.gov/authorities/names/n79039858,Northampton County,NCG10994,http://www.wikidata.org/entity/Q506676,http://id.worldcat.org/fast/1204886,http://viaf.org/viaf/sourceID/LC%7Cn++79039858#skos:Concept
http://id.loc.gov/authorities/names/n81132539,Spindale,NCG14357,http://www.wikidata.org/entity/Q2023604,http://id.worldcat.org/fast/1216543,http://viaf.org/viaf/sourceID/LC%7Cn++81132539#skos:Concept
http://id.loc.gov/authorities/names/n91118028,Farmington,NCG05136,,http://id.worldcat.org/fast/1260346,http://viaf.org/viaf/sourceID/LC%7Cn++91118028#skos:Concept
http://id.loc.gov/authorities/names/n82030646,James City,NCG07777,http://www.wikidata.org/entity/Q686753,http://id.worldcat.org/fast/1218668,http://viaf.org/viaf/sourceID/LC%7Cn++82030646#skos:Concept
http://id.loc.gov/authorities/names/n80043418,Johnston County,NCG07949,http://www.wikidata.org/entity/Q497938,http://id.worldcat.org/fast/1208316,http://viaf.org/viaf/sourceID/LC%7Cn++80043418#skos:Concept
http://id.loc.gov/authorities/names/n80032219,Mecklenburg County,NCG09919,http://www.wikidata.org/entity/Q507770,http://id.worldcat.org/fast/1208074,http://viaf.org/viaf/sourceID/LC%7Cn++80032219#skos:Concept
http://id.loc.gov/authorities/names/n82079168,Hudson,NCG07443,http://www.wikidata.org/entity/Q2024960,http://id.worldcat.org/fast/1220352,http://viaf.org/viaf/sourceID/LC%7Cn++82079168#skos:Concept
http://id.loc.gov/authorities/names/n82070875,Clinton,NCG03227,,http://id.worldcat.org/fast/1220056,http://viaf.org/viaf/sourceID/LC%7Cn++82070875#skos:Concept
http://id.loc.gov/authorities/names/n82047989,Holly Ridge,NCG07212,http://www.wikidata.org/entity/Q2023761,http://id.worldcat.org/fast/1219345,http://viaf.org/viaf/sourceID/LC%7Cn++82047989#skos:Concept
http://id.loc.gov/authorities/names/n84136670,Harrellsville,NCG06629,http://www.wikidata.org/entity/Q2022931,http://id.worldcat.org/fast/1229786,http://viaf.org/viaf/sourceID/LC%7Cn++84136670#skos:Concept
http://id.loc.gov/authorities/names/n82089917,Hillsborough,NCG07070,http://www.wikidata.org/entity/Q49280016,http://id.worldcat.org/fast/1220745|http://id.worldcat.org/fast/1348261,http://viaf.org/viaf/sourceID/LC%7Cn++82089917#skos:Concept
http://id.loc.gov/authorities/names/n84136695,Lake Waccamaw,NCG08406,http://www.wikidata.org/entity/Q2027701,http://id.worldcat.org/fast/1229802,http://viaf.org/viaf/sourceID/LC%7Cn++84136695#skos:Concept
http://id.loc.gov/authorities/names/n84136671,Harrells,NCG06626,http://www.wikidata.org/entity/Q2024309,http://id.worldcat.org/fast/1229787,http://viaf.org/viaf/sourceID/LC%7Cn++84136671#skos:Concept
http://id.loc.gov/authorities/names/no2011138399,Bowmore,NCG01706,,http://id.worldcat.org/fast/1885817,http://viaf.org/viaf/sourceID/LC%7Cno2011138399#skos:Concept
http://id.loc.gov/authorities/names/n93002553,Piney Creek,NCG11868,http://www.wikidata.org/entity/Q7195612,http://id.worldcat.org/fast/1263889,http://viaf.org/viaf/sourceID/LC%7Cn++93002553#skos:Concept
http://id.loc.gov/authorities/names/n81124952,Wilkesboro,NCG16381,http://www.wikidata.org/entity/Q1025995,http://id.worldcat.org/fast/1216167,http://viaf.org/viaf/sourceID/LC%7Cn++81124952#skos:Concept
http://id.loc.gov/authorities/names/no2015080036,Stumpy Point,NCG14740,http://www.wikidata.org/entity/Q7628724,,http://viaf.org/viaf/sourceID/LC%7Cno2015080036#skos:Concept
http://id.loc.gov/authorities/names/n81087156,Chatham County,NCG02928,http://www.wikidata.org/entity/Q504410,http://id.worldcat.org/fast/1214602,http://viaf.org/viaf/sourceID/LC%7Cn++81087156#skos:Concept
http://id.loc.gov/authorities/names/n82079169,Kernersville,NCG08174,http://www.wikidata.org/entity/Q2028144,http://id.worldcat.org/fast/1348264|http://id.worldcat.org/fast/1220353,http://viaf.org/viaf/sourceID/LC%7Cn++82079169#skos:Concept
